repository,pr_number,expected_outcome,period,period_start_date,period_end_date,created_at,html_url,repository_summary,title_summary,body_summary,state_summary,draft_summary,author_login_summary,author_association_summary,created_at_summary,updated_at_summary,closed_at_summary,merged_at_summary,target_branch_summary,source_branch_summary,html_url_summary,labels_summary,was_merged_summary,merge_target_summary,outcome_label_summary,additions_summary,deletions_summary,changed_files_summary,commit_count_summary,raw_data_available_summary,repository_detail,title_detail,body_detail,html_url_detail,author_login_detail,author_association_detail,state_detail,draft_detail,base_branch_detail,head_branch_detail,created_at_detail,updated_at_detail,closed_at_detail,merged_at_detail,was_merged_detail,resolution_hours_detail,merge_hours_detail,additions_detail,deletions_detail,total_changes_detail,changed_files_detail,commit_count_detail,title_length_detail,body_length_detail,body_word_count_detail,labels_detail,label_count_detail,requested_reviewers_detail,requested_reviewer_count_detail,file_records_returned_detail,test_files_changed_detail,documentation_files_changed_detail,configuration_files_changed_detail,security_sensitive_files_changed_detail,files_added_detail,files_modified_detail,files_removed_detail,files_renamed_detail,has_test_changes_detail,has_documentation_changes_detail,has_configuration_changes_detail,has_security_sensitive_changes_detail,expected_outcome_detail,period_detail,period_start_date_detail,period_end_date_detail,actual_outcome_detail,outcome_matches_selection_detail
pallets/flask,5178,Closed without merge,2023-Q2,2023-04-01,2023-06-30,2023-06-28 16:04:56+00:00,https://github.com/pallets/flask/pull/5178,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Create INFERENCE CALCULATOR.py,"<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. Follow the steps in CONTRIBUTING.rst.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.
-->

- fixes #<issue number>

<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [ ] Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [ ] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [ ] Run `pre-commit` hooks and fix any issues.
- [ ] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/5178,FETTY0796,NONE,closed,False,main,MY-NEW-BRANCH,2023-06-28 16:04:56+00:00,2023-07-13 00:06:36+00:00,2023-06-28 16:35:25+00:00,,False,0.5080555555555556,,55,0,55,1,2,30,999,174,[],0,[],0,1,0,0,0,0,1,0,0,0,False,False,False,False,Closed without merge,2023-Q2,2023-04-01,2023-06-30,Closed without merge,True
pallets/flask,5180,Merged,2023-Q2,2023-04-01,2023-06-30,2023-06-30 00:25:26+00:00,https://github.com/pallets/flask/pull/5180,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,fix typo in errorhandling doc,,https://github.com/pallets/flask/pull/5180,ToolMoney,CONTRIBUTOR,closed,False,2.3.x,fix-exception-doc-typo,2023-06-30 00:25:26+00:00,2023-07-15 00:06:11+00:00,2023-06-30 00:28:25+00:00,2023-06-30 00:28:25+00:00,True,0.0497222222222222,0.0497222222222222,1,1,2,1,1,29,0,0,"[""docs""]",1,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2023-Q2,2023-04-01,2023-06-30,Merged,True
pallets/flask,5182,Merged,2023-Q3,2023-07-01,2023-09-30,2023-07-01 14:11:40+00:00,https://github.com/pallets/flask/pull/5182,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Update install.rst with required description,"Flit errored when I didn't provide a description. Per [docs](https://flit.pypa.io/en/stable/pyproject_toml.html), it either must be specified or indicated as dynamic.

Checklist:

- [ ] ~Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.~
- [X] Add or update relevant docs, in the docs folder and in code.
- [ ] ~Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.~
- [ ] ~Add `.. versionchanged::` entries in any relevant code docs.~
- [x] Run `pre-commit` hooks and fix any issues.
- [ ] ~Run `pytest` and `tox`, no tests failed.~
",https://github.com/pallets/flask/pull/5182,pamelafox,CONTRIBUTOR,closed,False,2.3.x,patch-2,2023-07-01 14:11:40+00:00,2023-07-18 00:07:31+00:00,2023-07-03 12:58:14+00:00,2023-07-03 12:58:14+00:00,True,46.77611111111111,46.77611111111111,1,0,1,1,1,44,618,100,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2023-Q3,2023-07-01,2023-09-30,Merged,True
pallets/flask,5184,Merged,2023-Q3,2023-07-01,2023-09-30,2023-07-01 16:16:23+00:00,https://github.com/pallets/flask/pull/5184,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Bump dessant/lock-threads from 4.0.0 to 4.0.1,"Bumps [dessant/lock-threads](https://github.com/dessant/lock-threads) from 4.0.0 to 4.0.1.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/dessant/lock-threads/releases"">dessant/lock-threads's releases</a>.</em></p>
<blockquote>
<h2>v4.0.1</h2>
<p>Learn more about this release from the <a href=""https://github.com/dessant/lock-threads/blob/main/CHANGELOG.md#changelog"">changelog</a>.</p>
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/dessant/lock-threads/blob/main/CHANGELOG.md"">dessant/lock-threads's changelog</a>.</em></p>
<blockquote>
<h1>Changelog</h1>
<p>All notable changes to this project will be documented in this file. See <a href=""https://github.com/conventional-changelog/standard-version"">standard-version</a> for commit guidelines.</p>
<h3><a href=""https://github.com/dessant/lock-threads/compare/v4.0.0...v4.0.1"">4.0.1</a> (2023-06-12)</h3>
<h3>Bug Fixes</h3>
<ul>
<li>retry and throttle GitHub API requests (<a href=""https://github.com/dessant/lock-threads/commit/1618e91da69b9fe614fb9837ac673ea4600eb529"">1618e91</a>), closes <a href=""https://redirect.github.com/dessant/lock-threads/issues/35"">#35</a></li>
</ul>
<h2><a href=""https://github.com/dessant/lock-threads/compare/v3.0.0...v4.0.0"">4.0.0</a> (2022-12-04)</h2>
<h3>⚠ BREAKING CHANGES</h3>
<ul>
<li>the action now requires Node.js 16</li>
</ul>
<h3>Bug Fixes</h3>
<ul>
<li>update dependencies (<a href=""https://github.com/dessant/lock-threads/commit/38e918558115222435d26c0639870cdbe3572929"">38e9185</a>)</li>
<li>update docs (<a href=""https://github.com/dessant/lock-threads/commit/32986e26965060a85db09e98ef7e5958c961ae84"">32986e2</a>)</li>
</ul>
<h2><a href=""https://github.com/dessant/lock-threads/compare/v2.1.2...v3.0.0"">3.0.0</a> (2021-09-27)</h2>
<h3>⚠ BREAKING CHANGES</h3>
<ul>
<li>
<p>input parameter names have changed</p>
<p>Rename the following input parameters when upgrading from v2 to v3:</p>
<ul>
<li><code>issue-lock-inactive-days</code> --&gt; <code>issue-inactive-days</code></li>
<li><code>issue-exclude-created-before</code> --&gt; <code>exclude-issue-created-before</code></li>
<li><code>issue-exclude-labels</code> --&gt; <code>exclude-any-issue-labels</code></li>
<li><code>issue-lock-labels</code> --&gt; <code>add-issue-labels</code></li>
<li><code>issue-lock-comment</code> --&gt; <code>issue-comment</code></li>
<li><code>pr-lock-inactive-days</code> --&gt; <code>pr-inactive-days</code></li>
<li><code>pr-exclude-created-before</code> --&gt; <code>exclude-pr-created-before</code></li>
<li><code>pr-exclude-labels</code> --&gt; <code>exclude-any-pr-labels</code></li>
<li><code>pr-lock-labels</code> --&gt; <code>add-pr-labels</code></li>
<li><code>pr-lock-comment</code> --&gt; <code>pr-comment</code></li>
</ul>
</li>
</ul>
<h3>Features</h3>
<ul>
<li>add new filtering and labeling options, update input parameter names (<a href=""https://github.com/dessant/lock-threads/commit/26fd836f96f46625de24663c4dc2b84c8408fcb1"">26fd836</a>)</li>
<li>allow manual triggering (<a href=""https://github.com/dessant/lock-threads/commit/a0c7da306555d946273957477018fe178130ccf9"">a0c7da3</a>)</li>
</ul>
<h3><a href=""https://github.com/dessant/lock-threads/compare/v2.1.1...v2.1.2"">2.1.2</a> (2021-08-17)</h3>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/dessant/lock-threads/commit/be8aa5be94131386884a6da4189effda9b14aa21""><code>be8aa5b</code></a> chore(release): 4.0.1</li>
<li><a href=""https://github.com/dessant/lock-threads/commit/52f040d195be10034c64af39fd7b7c72d5c8e89f""><code>52f040d</code></a> chore: update package</li>
<li><a href=""https://github.com/dessant/lock-threads/commit/1618e91da69b9fe614fb9837ac673ea4600eb529""><code>1618e91</code></a> fix: retry and throttle GitHub API requests</li>
<li><a href=""https://github.com/dessant/lock-threads/commit/bec0993a564cf47baa81cfa9911f1352d450b578""><code>bec0993</code></a> chore: remove graduated preview header</li>
<li><a href=""https://github.com/dessant/lock-threads/commit/20ec7bbb282d7ffa5df51baf1da0a195db4ba86f""><code>20ec7bb</code></a> chore: update dependencies</li>
<li><a href=""https://github.com/dessant/lock-threads/commit/b1f967d833bc79b6c0eb34e72a811b07039418b1""><code>b1f967d</code></a> chore: rename default branch</li>
<li>See full diff in <a href=""https://github.com/dessant/lock-threads/compare/c1b35aecc5cdb1a34539d14196df55838bb2f836...be8aa5be94131386884a6da4189effda9b14aa21"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=dessant/lock-threads&package-manager=github_actions&previous-version=4.0.0&new-version=4.0.1)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",https://github.com/pallets/flask/pull/5184,dependabot[bot],CONTRIBUTOR,closed,False,main,dependabot/github_actions/dessant/lock-threads-4.0.1,2023-07-01 16:16:23+00:00,2023-07-16 00:07:02+00:00,2023-07-01 16:23:57+00:00,2023-07-01 16:23:57+00:00,True,0.1261111111111111,0.1261111111111111,1,1,2,1,1,45,6444,480,"[""dependencies"", ""github_actions""]",2,[],0,1,0,0,1,0,0,1,0,0,False,False,True,False,Merged,2023-Q3,2023-07-01,2023-09-30,Merged,True
pallets/flask,5187,Merged,2023-Q3,2023-07-01,2023-09-30,2023-07-04 06:36:30+00:00,https://github.com/pallets/flask/pull/5187,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,[pre-commit.ci] pre-commit autoupdate,"<!--pre-commit.ci start-->
updates:
- [github.com/asottile/pyupgrade: v3.7.0 → v3.8.0](https://github.com/asottile/pyupgrade/compare/v3.7.0...v3.8.0)
<!--pre-commit.ci end-->",https://github.com/pallets/flask/pull/5187,pre-commit-ci[bot],CONTRIBUTOR,closed,False,2.3.x,pre-commit-ci-update-config,2023-07-04 06:36:30+00:00,2023-07-19 00:06:54+00:00,2023-07-04 13:18:23+00:00,2023-07-04 13:18:23+00:00,True,6.698055555555555,6.698055555555555,1,1,2,1,1,37,174,10,[],0,[],0,1,0,0,1,0,0,1,0,0,False,False,True,False,Merged,2023-Q3,2023-07-01,2023-09-30,Merged,True
pallets/flask,5188,Closed without merge,2023-Q3,2023-07-01,2023-09-30,2023-07-05 00:48:40+00:00,https://github.com/pallets/flask/pull/5188,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Update on-create-command.sh,"pip to pip3 since using python3

<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. Follow the steps in CONTRIBUTING.rst.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.
-->

- fixes #<issue number>

<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [ ] Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [ ] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [ ] Run `pre-commit` hooks and fix any issues.
- [ ] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/5188,owenwu811,NONE,closed,False,main,patch-2,2023-07-05 00:48:40+00:00,2023-07-20 00:06:05+00:00,2023-07-05 00:55:59+00:00,,False,0.1219444444444444,,3,3,6,1,1,27,1034,180,[],0,[],0,1,0,0,0,0,0,1,0,0,False,False,False,False,Closed without merge,2023-Q3,2023-07-01,2023-09-30,Closed without merge,True
pallets/flask,5194,Closed without merge,2023-Q3,2023-07-01,2023-09-30,2023-07-08 09:31:30+00:00,https://github.com/pallets/flask/pull/5194,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Update wrappers.py,"for return json

<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. Follow the steps in CONTRIBUTING.rst.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.
-->

- fixes #<issue number>

<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [ ] Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [ ] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [ ] Run `pre-commit` hooks and fix any issues.
- [ ] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/5194,mouday,NONE,closed,False,main,patch-1,2023-07-08 09:31:30+00:00,2023-07-23 00:06:19+00:00,2023-07-08 09:53:14+00:00,,False,0.3622222222222222,,8,0,8,1,1,18,1018,177,[],0,[],0,1,0,0,0,0,0,1,0,0,False,False,False,False,Closed without merge,2023-Q3,2023-07-01,2023-09-30,Closed without merge,True
pallets/flask,5196,Closed without merge,2023-Q3,2023-07-01,2023-09-30,2023-07-08 13:34:05+00:00,https://github.com/pallets/flask/pull/5196,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Replace `run --debug` with `--debug run` in docs.,"Running `flask run` with `--debug` after `run` does not work. It seems `--debug` must be before `run`.

<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. Follow the steps in CONTRIBUTING.rst.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.
-->

<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [ ] Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [ ] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [ ] Run `pre-commit` hooks and fix any issues.
- [ ] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/5196,Neob91,NONE,closed,False,main,fix-debug-run-in-docs,2023-07-08 13:34:05+00:00,2023-07-23 00:06:17+00:00,2023-07-08 14:06:23+00:00,,False,0.5383333333333333,,11,11,22,8,1,49,1078,187,[],0,[],0,8,0,8,0,0,0,8,0,0,False,True,False,False,Closed without merge,2023-Q3,2023-07-01,2023-09-30,Closed without merge,True
pallets/flask,5202,Closed without merge,2023-Q3,2023-07-01,2023-09-30,2023-07-16 17:20:14+00:00,https://github.com/pallets/flask/pull/5202,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Update README.rst,"<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. Follow the steps in CONTRIBUTING.rst.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.
-->

- fixes #<issue number>

<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [ ] Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [ ] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [ ] Run `pre-commit` hooks and fix any issues.
- [ ] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/5202,owenwu811,NONE,closed,False,main,patch-4,2023-07-16 17:20:14+00:00,2023-07-31 00:05:52+00:00,2023-07-16 17:27:30+00:00,,False,0.1211111111111111,,1,1,2,1,1,17,999,174,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Closed without merge,2023-Q3,2023-07-01,2023-09-30,Closed without merge,True
pallets/flask,5205,Closed without merge,2023-Q3,2023-07-01,2023-09-30,2023-07-17 11:47:18+00:00,https://github.com/pallets/flask/pull/5205,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,refactor: sphinx template docs to mkdocs material,"<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. Follow the steps in CONTRIBUTING.rst.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.
-->

- fixes #<issue number>

<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [ ] Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [ ] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [ ] Run `pre-commit` hooks and fix any issues.
- [ ] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/5205,singh-sumit,NONE,closed,False,main,docs-redesign,2023-07-17 11:47:18+00:00,2023-08-01 00:07:02+00:00,2023-07-17 12:38:48+00:00,,False,0.8583333333333333,,60,3,63,3,2,49,999,174,[],0,[],0,3,0,1,0,0,0,3,0,0,False,True,False,False,Closed without merge,2023-Q3,2023-07-01,2023-09-30,Closed without merge,True
pallets/flask,5212,Merged,2023-Q3,2023-07-01,2023-09-30,2023-08-01 16:56:19+00:00,https://github.com/pallets/flask/pull/5212,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Bump actions/setup-python from 4.6.1 to 4.7.0,"Bumps [actions/setup-python](https://github.com/actions/setup-python) from 4.6.1 to 4.7.0.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/actions/setup-python/releases"">actions/setup-python's releases</a>.</em></p>
<blockquote>
<h2>v4.7.0</h2>
<p>In scope of this release, the support for reading python version from pyproject.toml was added (<a href=""https://redirect.github.com/actions/setup-python/pull/669"">actions/setup-python#669</a>).</p>
<pre lang=""yaml""><code>      - name: Setup Python
        uses: actions/setup-python@v4
        with:
          python-version-file: pyproject.toml
</code></pre>
<h3>Besides, it includes such changes as:</h3>
<ul>
<li>Bump tough-cookie and <code>@​azure/ms-rest-js</code> by <a href=""https://github.com/dependabot""><code>@​dependabot</code></a> in <a href=""https://redirect.github.com/actions/setup-python/pull/697"">actions/setup-python#697</a></li>
<li>Bump semver from 7.3.8 to 7.5.2 by <a href=""https://github.com/dependabot""><code>@​dependabot</code></a> in <a href=""https://redirect.github.com/actions/setup-python/pull/692"">actions/setup-python#692</a></li>
<li>Fix typos found by codespell by <a href=""https://github.com/DimitriPapadopoulos""><code>@​DimitriPapadopoulos</code></a> in <a href=""https://redirect.github.com/actions/setup-python/pull/650"">actions/setup-python#650</a></li>
</ul>
<h2>New Contributors</h2>
<ul>
<li><a href=""https://github.com/dariocurr""><code>@​dariocurr</code></a> made their first contribution in <a href=""https://redirect.github.com/actions/setup-python/pull/669"">actions/setup-python#669</a></li>
<li><a href=""https://github.com/DimitriPapadopoulos""><code>@​DimitriPapadopoulos</code></a> made their first contribution in <a href=""https://redirect.github.com/actions/setup-python/pull/650"">actions/setup-python#650</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/actions/setup-python/compare/v4...v4.7.0"">https://github.com/actions/setup-python/compare/v4...v4.7.0</a></p>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/actions/setup-python/commit/61a6322f88396a6271a6ee3565807d608ecaddd1""><code>61a6322</code></a> Fix typos found by codespell (<a href=""https://redirect.github.com/actions/setup-python/issues/650"">#650</a>)</li>
<li><a href=""https://github.com/actions/setup-python/commit/ea5b57fccc93aea0d77e6225efa19adaec3fce0d""><code>ea5b57f</code></a> Bump semver from 7.3.8 to 7.5.2 (<a href=""https://redirect.github.com/actions/setup-python/issues/692"">#692</a>)</li>
<li><a href=""https://github.com/actions/setup-python/commit/014d32a83013b439dd2a147051d855831576a3ef""><code>014d32a</code></a> Bump tough-cookie and <code>@​azure/ms-rest-js</code> (<a href=""https://redirect.github.com/actions/setup-python/issues/697"">#697</a>)</li>
<li><a href=""https://github.com/actions/setup-python/commit/c16c4b8d1828103eda022b2cade091238fe08311""><code>c16c4b8</code></a> Fix pipenv jobs (<a href=""https://redirect.github.com/actions/setup-python/issues/699"">#699</a>)</li>
<li><a href=""https://github.com/actions/setup-python/commit/0d5da6a89a3aa5b4dbd48e38b0c9d678b0caa0e5""><code>0d5da6a</code></a> Read python version from pyproject.toml (fix <a href=""https://redirect.github.com/actions/setup-python/issues/542"">#542</a>) (<a href=""https://redirect.github.com/actions/setup-python/issues/669"">#669</a>)</li>
<li><a href=""https://github.com/actions/setup-python/commit/3f824b7ca6388f5e27e362d31352e6456c8e3bfb""><code>3f824b7</code></a> remove python 2.7 from the tests (<a href=""https://redirect.github.com/actions/setup-python/issues/687"">#687</a>)</li>
<li>See full diff in <a href=""https://github.com/actions/setup-python/compare/bd6b4b6205c4dbad673328db7b31b7fab9e241c0...61a6322f88396a6271a6ee3565807d608ecaddd1"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=actions/setup-python&package-manager=github_actions&previous-version=4.6.1&new-version=4.7.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",https://github.com/pallets/flask/pull/5212,dependabot[bot],CONTRIBUTOR,closed,False,main,dependabot/github_actions/actions/setup-python-4.7.0,2023-08-01 16:56:19+00:00,2023-08-16 00:05:15+00:00,2023-08-01 16:58:55+00:00,2023-08-01 16:58:55+00:00,True,0.0433333333333333,0.0433333333333333,2,2,4,2,1,45,5708,426,"[""dependencies"", ""github_actions""]",2,[],0,2,0,0,2,0,0,2,0,0,False,False,True,False,Merged,2023-Q3,2023-07-01,2023-09-30,Merged,True
pallets/flask,5216,Closed without merge,2023-Q3,2023-07-01,2023-09-30,2023-08-12 10:16:14+00:00,https://github.com/pallets/flask/pull/5216,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,changed dispatched by path example,"- fixes #5214 
",https://github.com/pallets/flask/pull/5216,pavithra-m13,CONTRIBUTOR,closed,False,main,update_dispatch_by_path_example,2023-08-12 10:16:14+00:00,2023-08-27 00:05:39+00:00,2023-08-12 10:28:54+00:00,,False,0.2111111111111111,,9,3,12,1,1,34,13,3,[],0,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Closed without merge,2023-Q3,2023-07-01,2023-09-30,Closed without merge,True
pallets/flask,5217,Merged,2023-Q3,2023-07-01,2023-09-30,2023-08-12 11:43:29+00:00,https://github.com/pallets/flask/pull/5217,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Update dispatch by path example,- fixes #5214 ,https://github.com/pallets/flask/pull/5217,pavithra-m13,CONTRIBUTOR,closed,False,2.3.x,update_dispatch_by_path_example,2023-08-12 11:43:29+00:00,2023-08-31 00:05:34+00:00,2023-08-16 21:29:40+00:00,2023-08-16 21:29:40+00:00,True,105.76972222222224,105.76972222222224,29,26,55,1,2,31,13,3,"[""docs""]",1,[],0,1,0,1,0,0,0,1,0,0,False,True,False,False,Merged,2023-Q3,2023-07-01,2023-09-30,Merged,True
pallets/flask,5225,Closed without merge,2023-Q3,2023-07-01,2023-09-30,2023-08-17 03:21:39+00:00,https://github.com/pallets/flask/pull/5225,,,,,,,,,,,,,,,,,,,,,,,,pallets/flask,Update on-create-command.sh,"<!--
Before opening a PR, open a ticket describing the issue or feature the
PR will address. Follow the steps in CONTRIBUTING.rst.

Replace this comment with a description of the change. Describe how it
addresses the linked ticket.
-->

<!--
Link to relevant issues or previous PRs, one per line. Use ""fixes"" to
automatically close an issue.
-->

- fixes #<issue number>

<!--
Ensure each step in CONTRIBUTING.rst is complete by adding an ""x"" to
each box below.

If only docs were changed, these aren't relevant and can be removed.
-->

Checklist:

- [ ] Add tests that demonstrate the correct behavior of the change. Tests should fail without the change.
- [ ] Add or update relevant docs, in the docs folder and in code.
- [ ] Add an entry in `CHANGES.rst` summarizing the change and linking to the issue.
- [ ] Add `.. versionchanged::` entries in any relevant code docs.
- [ ] Run `pre-commit` hooks and fix any issues.
- [ ] Run `pytest` and `tox`, no tests failed.
",https://github.com/pallets/flask/pull/5225,owenwu811,NONE,closed,False,main,main-2,2023-08-17 03:21:39+00:00,2023-09-01 00:05:48+00:00,2023-08-17 03:25:49+00:00,,False,0.0694444444444444,,3,3,6,1,1,27,999,174,[],0,[],0,1,0,0,0,0,0,1,0,0,False,False,False,False,Closed without merge,2023-Q3,2023-07-01,2023-09-30,Closed without merge,True
