pr_number,policy_risk_score,policy_risk_band,triggered_rule_count,critical_rule_count,high_rule_count,triggered_rules,triggered_categories,recommended_actions,manual_review_required
4862,68,High,5,0,2,PR002 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
4871,0,Low,0,0,0,,,,False
4882,0,Low,0,0,0,,,,False
4889,16,Low,2,0,0,PR002 | PR010,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Review commit organisation and consider squashing or restructuring commits for easier review.",False
4897,0,Low,0,0,0,,,,False
4899,68,High,5,0,2,PR002 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
4912,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
4913,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4921,0,Low,0,0,0,,,,False
4926,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4927,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4933,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4934,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4936,100,Critical,6,1,3,PR003 | PR004 | PR005 | PR006 | PR011 | PR012,Complexity | Documentation | Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4943,78,Critical,6,0,2,PR002 | PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4955,0,Low,0,0,0,,,,False
4958,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
4966,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4970,0,Low,0,0,0,,,,False
4972,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
4995,40,High,3,0,1,PR008 | PR011 | PR012,Complexity | Governance,Consider splitting the change or assign additional review capacity to reduce review risk. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.,True
4999,68,High,5,0,2,PR003 | PR007 | PR010 | PR011 | PR012,Complexity | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5000,68,High,5,0,2,PR003 | PR007 | PR010 | PR011 | PR012,Complexity | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5005,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5008,0,Low,0,0,0,,,,False
5017,100,Critical,7,1,3,PR003 | PR004 | PR005 | PR006 | PR008 | PR011 | PR012,Complexity | Documentation | Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Consider splitting the change or assign additional review capacity to reduce review risk. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5024,18,Low,1,0,1,PR001,Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed.",False
5036,60,High,4,0,2,PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5037,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5038,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5044,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5048,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5053,38,Moderate,3,0,1,PR001 | PR004 | PR012,Complexity | Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Update user, developer or operational documentation where the change affects expected behaviour. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5066,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5068,88,Critical,6,0,3,PR005 | PR007 | PR009 | PR010 | PR011 | PR012,Complexity | Governance | Operations | Security,"Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Split the PR where practical and require a structured review plan before approval. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5075,50,High,3,0,2,PR001 | PR003 | PR012,Complexity | Documentation | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5077,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5101,68,High,5,0,2,PR002 | PR003 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5108,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5120,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5125,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5127,72,Critical,4,0,3,PR003 | PR009 | PR011 | PR012,Complexity | Governance | Testing,"Add or update automated tests, or document why additional tests are not required. | Split the PR where practical and require a structured review plan before approval. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5141,0,Low,0,0,0,,,,False
5150,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5163,0,Low,0,0,0,,,,False
5178,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5180,18,Low,1,0,1,PR001,Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed.",False
5182,0,Low,0,0,0,,,,False
5184,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5187,68,High,5,0,2,PR002 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5188,0,Low,0,0,0,,,,False
5194,0,Low,0,0,0,,,,False
5196,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5202,0,Low,0,0,0,,,,False
5205,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5212,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5216,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5217,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5225,0,Low,0,0,0,,,,False
5227,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5232,18,Low,1,0,1,PR001,Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed.",False
5242,58,High,4,0,2,PR002 | PR003 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5244,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5248,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5264,0,Low,0,0,0,,,,False
5270,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5271,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5273,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5287,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5289,60,High,4,0,2,PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5300,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5303,18,Low,1,0,1,PR001,Documentation,"Add a clear description covering the purpose, scope, expected behaviour and validation performed.",False
5313,0,Low,0,0,0,,,,False
5316,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5330,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5336,0,Low,0,0,0,,,,False
5338,0,Low,0,0,0,,,,False
5344,0,Low,0,0,0,,,,False
5346,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5352,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5355,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5357,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5370,60,High,4,0,2,PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5374,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5376,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5377,78,Critical,6,0,2,PR002 | PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5382,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5384,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5386,68,High,4,0,3,PR001 | PR003 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5389,0,Low,0,0,0,,,,False
5393,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5401,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5402,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5403,68,High,4,0,3,PR001 | PR003 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5409,0,Low,0,0,0,,,,False
5420,0,Low,0,0,0,,,,False
5423,78,Critical,6,0,2,PR002 | PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5425,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5433,86,Critical,6,0,3,PR001 | PR003 | PR007 | PR010 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5444,0,Low,0,0,0,,,,False
5449,96,Critical,7,0,3,PR002 | PR005 | PR007 | PR009 | PR010 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Security,"Expand the description with implementation context, testing evidence and reviewer guidance. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Split the PR where practical and require a structured review plan before approval. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5451,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5452,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5457,86,Critical,7,0,2,PR002 | PR005 | PR007 | PR008 | PR010 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Security,"Expand the description with implementation context, testing evidence and reviewer guidance. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Consider splitting the change or assign additional review capacity to reduce review risk. | Review commit organisation and consider squashing or restructuring commits for easier review. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5460,88,Critical,4,1,3,PR003 | PR005 | PR006 | PR011,Governance | Security | Testing,"Add or update automated tests, or document why additional tests are not required. | Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Block approval until security-relevant tests or documented validation evidence are supplied. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5463,0,Low,0,0,0,,,,False
5464,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5467,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5470,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5474,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5476,32,Moderate,2,0,1,PR003 | PR012,Complexity | Testing,"Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5478,0,Low,0,0,0,,,,False
5481,78,Critical,5,0,3,PR001 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add a clear description covering the purpose, scope, expected behaviour and validation performed. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5482,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5487,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5493,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5497,0,Low,0,0,0,,,,False
5499,48,High,3,0,2,PR005 | PR011 | PR012,Complexity | Governance | Security,"Require focused security review and verify that secrets, authentication and permission impacts have been assessed. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5511,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5514,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5516,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5517,68,High,5,0,2,PR002 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5522,0,Low,0,0,0,,,,False
5524,60,High,4,0,2,PR003 | PR007 | PR011 | PR012,Complexity | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5526,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
5532,0,Low,0,0,0,,,,False
5538,10,Low,1,0,0,PR012,Complexity,Perform additional manual review because several PR characteristics are unusual for this repository.,False
5539,70,Critical,5,0,2,PR003 | PR004 | PR007 | PR011 | PR012,Complexity | Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5541,68,High,5,0,2,PR002 | PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5546,8,Low,1,0,0,PR002,Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance.",False
5550,40,High,3,0,1,PR002 | PR003 | PR012,Complexity | Documentation | Testing,"Expand the description with implementation context, testing evidence and reviewer guidance. | Add or update automated tests, or document why additional tests are not required. | Perform additional manual review because several PR characteristics are unusual for this repository.",True
5552,60,High,4,0,2,PR003 | PR004 | PR007 | PR011,Documentation | Governance | Operations | Testing,"Add or update automated tests, or document why additional tests are not required. | Update user, developer or operational documentation where the change affects expected behaviour. | Confirm environment impact, deployment sequencing, rollback instructions and configuration validation. | Assign an appropriate reviewer before the PR progresses toward approval.",True
5599,18,Low,2,0,0,PR002 | PR012,Complexity | Documentation,"Expand the description with implementation context, testing evidence and reviewer guidance. | Perform additional manual review because several PR characteristics are unusual for this repository.",False
